T_ID,YEAR,shift_AVG_1,shift_DER_1,shift_GPA_1,shift_ISO_1,shift_OBP_1,shift_OPS_1,shift_PCT_1,shift_P_HRA_RT_1,shift_RC_1,shift_SECA_1,shift_SLG_1,shift_TA_1,shift_oAVG_1,shift_oISO_1,shift_oOBP_1,shift_oOPS_1,shift_oSLG_1,shift_vs_AVG_1,shift_vs_BB_9_1,shift_vs_CB_WHIP_RT_1,shift_vs_DER_1,shift_vs_ERA_1,shift_vs_FIP_1,shift_vs_GPA_1,shift_vs_HR_9_1,shift_vs_H_9_1,shift_vs_ISO_1,shift_vs_K_9_1,shift_vs_LOB_1,shift_vs_OBP_1,shift_vs_OPS_1,shift_vs_P2_WHIP_RT_1,shift_vs_P_HRA_RT_1,shift_vs_P_WHIP_RT_1,shift_vs_RC_1,shift_vs_SECA_1,shift_vs_SLG_1,shift_vs_TA_1,shift_vs_WHIP_1,shift_vs_oAVG_1,shift_vs_oISO_1,shift_vs_oOBP_1,shift_vs_oOPS_1,shift_vs_oSLG_1,shift_vs_wOBA_1,shift_wOBA_1,shift_AVG_2,shift_DER_2,shift_GPA_2,shift_ISO_2,shift_OBP_2,shift_OPS_2,shift_PCT_2,shift_P_HRA_RT_2,shift_RC_2,shift_SECA_2,shift_SLG_2,shift_TA_2,shift_oAVG_2,shift_oISO_2,shift_oOBP_2,shift_oOPS_2,shift_oSLG_2,shift_vs_AVG_2,shift_vs_BB_9_2,shift_vs_CB_WHIP_RT_2,shift_vs_DER_2,shift_vs_ERA_2,shift_vs_FIP_2,shift_vs_GPA_2,shift_vs_HR_9_2,shift_vs_H_9_2,shift_vs_ISO_2,shift_vs_K_9_2,shift_vs_LOB_2,shift_vs_OBP_2,shift_vs_OPS_2,shift_vs_P2_WHIP_RT_2,shift_vs_P_HRA_RT_2,shift_vs_P_WHIP_RT_2,shift_vs_RC_2,shift_vs_SECA_2,shift_vs_SLG_2,shift_vs_TA_2,shift_vs_WHIP_2,shift_vs_oAVG_2,shift_vs_oISO_2,shift_vs_oOBP_2,shift_vs_oOPS_2,shift_vs_oSLG_2,shift_vs_wOBA_2,shift_wOBA_2
LG,2016,0.2911694510739857,0.6865021770682148,0.2659120120566643,0.12052505966587113,0.3621964097148891,0.7738909204547461,0.4782608695652174,6.709969771999997,0.8228261959876543,0.30071599045346065,0.4116945107398568,0.7392686804451509,0.2773006134969325,0.10061349693251533,0.3439153439153439,0.7218294543447917,0.37791411042944784,0.27460510328068044,3.453004622496148,1.9718253967916664,0.6613372093023255,4.659476117103235,0.7303543913713405,0.2545125267604004,0.5824345146379044,10.151001540832047,0.09963547995139732,6.6147919876733425,0.6617192331478047,0.3576719576719577,0.7319125409040355,1.626840310916667,0.32439935466666664,1.7969284188333334,0.8397729060127072,0.2976913730255164,0.37424058323207776,0.7101910828025477,1.5115562403697995,0.29397590361445786,0.1216867469879518,0.3453009503695882,0.7609636009719978,0.4156626506024096,0.3773447015834348,0.3830943847072879,0.25331724969843183,0.6471449487554904,0.249023250713435,0.1338962605548854,0.3382663847780127,0.7254798950313299,0.5,5.20651629,0.652158716307928,0.32569360675512665,0.3872135102533173,0.7020280811232449,0.295906432748538,0.1286549707602339,0.35766423357664234,0.7822256370854143,0.4245614035087719,0.2983490566037736,4.058282208588957,1.7917388167500001,0.6980830670926518,4.5552147239263805,1.2975460122699385,0.2740655188187381,1.1180981595092023,8.696319018404907,0.12971698113207547,7.950920245398773,0.7264351523742028,0.3712200208550573,0.7992860585909064,1.5448424594166663,0.3030278204583334,1.4195526694999998,0.8676755167294724,0.3160377358490566,0.42806603773584906,0.7065390749601276,1.4171779141104297,0.2564102564102564,0.13553113553113555,0.32558139534883723,0.7175227872902292,0.391941391941392,0.39644470868014253,0.3667354368932039
LG,2016,0.30584192439862545,0.6822695035460993,0.27089949898723936,0.1122565864833906,0.3697219361483007,0.7878204470303167,0.375,5.989481435,1.1301612017216058,0.290950744558992,0.4180985108820161,0.768370607028754,0.29161747343565525,0.15820543093270367,0.34188911704312114,0.7917120214114801,0.4498229043683589,0.2888888888888889,3.3069767441860467,2.1945932539166657,0.6445698166431594,5.148837209302326,0.7953488372093023,0.2768039194495479,0.7116279069767442,11.176744186046509,0.15672514619883046,6.823255813953488,0.6831742243436755,0.3675564681724846,0.8131705032602039,1.6305351648749995,0.2965729293333333,1.620794830125,0.9927192268565552,0.3485380116959064,0.4456140350877193,0.8490566037735849,1.6093023255813954,0.3108265424912689,0.11408614668218865,0.35633367662203913,0.7812463657954967,0.4249126891734576,0.4074882075471699,0.3935853379152349,0.2911694510739857,0.6865021770682148,0.2659120120566643,0.12052505966587113,0.3621964097148891,0.7738909204547461,0.4782608695652174,6.709969771999997,0.8228261959876543,0.30071599045346065,0.4116945107398568,0.7392686804451509,0.2773006134969325,0.10061349693251533,0.3439153439153439,0.7218294543447917,0.37791411042944784,0.27460510328068044,3.453004622496148,1.9718253967916664,0.6613372093023255,4.659476117103235,0.7303543913713405,0.2545125267604004,0.5824345146379044,10.151001540832047,0.09963547995139732,6.6147919876733425,0.6617192331478047,0.3576719576719577,0.7319125409040355,1.626840310916667,0.32439935466666664,1.7969284188333334,0.8397729060127072,0.2976913730255164,0.37424058323207776,0.7101910828025477,1.5115562403697995,0.29397590361445786,0.1216867469879518,0.3453009503695882,0.7609636009719978,0.4156626506024096,0.3773447015834348,0.3830943847072879
LG,2016,0.2971098265895954,0.6739446870451238,0.27898632454532635,0.14566473988439305,0.3739837398373984,0.8167583063113868,0.4583333333333333,6.9769335360000015,1.1963861213269336,0.35722543352601155,0.4427745664739885,0.8167456556082149,0.2920673076923077,0.1646634615384615,0.3490759753593429,0.8058067445901121,0.4567307692307692,0.28894173602853745,4.083333333333333,2.2084099927916667,0.6652482269503546,5.833333333333332,1.4351851851851851,0.28205727023905736,0.9583333333333334,10.708333333333334,0.16290130796670632,6.583333333333332,0.6343061346039309,0.3757700205338809,0.8276130645291246,2.1276601805,0.2615694763333333,1.930442821083333,1.1647291196175853,0.38525564803805,0.4518430439952438,0.8644338118022329,1.6435185185185186,0.30058479532163745,0.14736842105263154,0.3607723577235773,0.8087255740978463,0.447953216374269,0.4213772455089821,0.409351100811124,0.30584192439862545,0.6822695035460993,0.27089949898723936,0.1122565864833906,0.3697219361483007,0.7878204470303167,0.375,5.989481435,1.1301612017216058,0.290950744558992,0.4180985108820161,0.768370607028754,0.29161747343565525,0.15820543093270367,0.34188911704312114,0.7917120214114801,0.4498229043683589,0.2888888888888889,3.3069767441860467,2.1945932539166657,0.6445698166431594,5.148837209302326,0.7953488372093023,0.2768039194495479,0.7116279069767442,11.176744186046509,0.15672514619883046,6.823255813953488,0.6831742243436755,0.3675564681724846,0.8131705032602039,1.6305351648749995,0.2965729293333333,1.620794830125,0.9927192268565552,0.3485380116959064,0.4456140350877193,0.8490566037735849,1.6093023255813954,0.3108265424912689,0.11408614668218865,0.35633367662203913,0.7812463657954967,0.4249126891734576,0.4074882075471699,0.3935853379152349
LG,2016,0.29940828402366865,0.6966126656848306,0.2716093686304061,0.12189349112426034,0.3695198329853862,0.7908216081333153,0.4782608695652174,6.737119093,0.9858628293241669,0.30650887573964497,0.421301775147929,0.7664,0.2683229813664596,0.1006211180124224,0.3361884368308351,0.7051325362097172,0.36894409937888206,0.2656826568265683,3.5,2.118253968208333,0.6562054208273894,4.916666666666667,0.8055555555555556,0.24935839187085665,0.5833333333333334,10.541666666666666,0.09963099630996307,6.416666666666668,0.6578947368421053,0.3511777301927195,0.7164913833292508,1.6941480032083331,0.3260333415833333,1.7845657814583331,0.7817169312169341,0.2976629766297663,0.36531365313653136,0.7232,1.5601851851851851,0.3029940119760479,0.12335329341317365,0.3517745302713988,0.7781218356606203,0.4263473053892216,0.3705918618988902,0.39343601895734603,0.2563791008505468,0.6399416909620991,0.25147127900341226,0.13608748481166466,0.3407880724174654,0.7332546580796768,0.5,5.257798342,0.6515047125629301,0.32563791008505466,0.3924665856622114,0.7070866141732284,0.3043478260869565,0.12925969447708574,0.36354166666666665,0.7971491872307089,0.4336075205640423,0.3057851239669421,4.054179566563468,1.81048881675,0.6929260450160771,4.722910216718266,1.304953560371517,0.279070063459268,1.1284829721362228,8.818885448916408,0.1298701298701299,7.98297213622291,0.7158043940467753,0.378125,0.813780253837072,1.5608681004583331,0.30694938908333336,1.4463383837916666,0.9249546286760524,0.3152302243211334,0.435655253837072,0.7126805778491172,1.4303405572755417,0.25857843137254904,0.13725490196078427,0.32800851970181044,0.7238418530351438,0.3958333333333333,0.40354761904761893,0.3688997555012225
LG,2016,0.2954808806488992,0.6833095577746077,0.2631571785561364,0.10892236384704518,0.36012526096033404,0.7645285054562785,0.3333333333333333,5.7027167290000005,0.9656915527212724,0.2850521436848204,0.4044032444959444,0.7356687898089171,0.2923076923076923,0.16568047337278102,0.34394250513347024,0.8019306708139435,0.4579881656804734,0.2892271662763466,3.2232558139534886,2.009528318875,0.6547277936962751,4.7302325581395355,0.7069767441860465,0.2791528211244103,0.6697674418604651,10.674418604651162,0.1639344262295082,6.823255813953488,0.6974581525108493,0.3685831622176591,0.8217447547235139,1.5055351648749995,0.293100707125,1.5751217532083337,1.0173121020308145,0.3629976580796253,0.4531615925058548,0.8488188976377953,1.544186046511628,0.3003533568904594,0.11071849234393401,0.3465553235908142,0.7576271728252075,0.4110718492343934,0.4124321133412043,0.3820973348783315,0.29940828402366865,0.6966126656848306,0.2716093686304061,0.12189349112426034,0.3695198329853862,0.7908216081333153,0.4782608695652174,6.737119093,0.9858628293241669,0.30650887573964497,0.421301775147929,0.7664,0.2683229813664596,0.1006211180124224,0.3361884368308351,0.7051325362097172,0.36894409937888206,0.2656826568265683,3.5,2.118253968208333,0.6562054208273894,4.916666666666667,0.8055555555555556,0.24935839187085665,0.5833333333333334,10.541666666666666,0.09963099630996307,6.416666666666668,0.6578947368421053,0.3511777301927195,0.7164913833292508,1.6941480032083331,0.3260333415833333,1.7845657814583331,0.7817169312169341,0.2976629766297663,0.36531365313653136,0.7232,1.5601851851851851,0.3029940119760479,0.12335329341317365,0.3517745302713988,0.7781218356606203,0.4263473053892216,0.3705918618988902,0.39343601895734603
LG,2016,0.304093567251462,0.7016248153618907,0.2745453941327147,0.12280701754385966,0.3729338842975207,0.7998344690928423,0.4782608695652174,6.420452425999997,1.081647826580408,0.3076023391812865,0.4269005847953216,0.7808,0.263681592039801,0.10323383084577116,0.3333333333333333,0.7002487562189055,0.36691542288557216,0.2607626076260763,3.458333333333333,2.13630952375,0.6497175141242938,4.916666666666667,0.7870370370370371,0.24838113876346435,0.5833333333333334,10.833333333333336,0.10209102091020912,6.5,0.6649091974223785,0.3503727369542066,0.7132263654904921,1.6316480032083334,0.3049895705416667,1.7572930541666671,0.8250070175438585,0.3062730627306273,0.3628536285362854,0.7432216905901117,1.5879629629629632,0.3080568720379147,0.1244075829383886,0.3543388429752066,0.7868032979515099,0.4324644549763033,0.3717879161528976,0.3976346604215457,0.2512315270935961,0.638235294117647,0.2449727781755233,0.1293103448275862,0.3329718004338395,0.7135136723550217,0.4583333333333333,5.3577983420000015,0.5039970922154661,0.3103448275862069,0.3805418719211823,0.6772151898734177,0.3096085409252669,0.13641755634638195,0.36803364879074657,0.8140597460623955,0.4460260972716489,0.3103448275862069,3.863141524105754,1.72298881675,0.7001620745542951,4.493001555209953,1.2037325038880249,0.28306507575103995,1.0917573872472783,8.566096423017107,0.1367419738406659,7.852255054432348,0.720620842572062,0.3806519453207151,0.8277387467475879,1.5354051374999995,0.3233635305,1.329671717125,0.9260320216049394,0.32461355529131986,0.4470868014268728,0.7207792207792207,1.3810264385692068,0.2527881040892193,0.1301115241635688,0.3210412147505423,0.7039408430033305,0.3828996282527881,0.40931736526946105,0.3579801734820322
LG,2016,0.29779837775202783,0.6799431009957326,0.2690482104509232,0.12282734646581688,0.36420395421435997,0.7848296784322047,0.3333333333333333,5.952716729,1.0215864833906114,0.3105446118192352,0.4206257242178447,0.7659235668789809,0.2970414201183432,0.17041420118343198,0.3467078189300412,0.8141634402318163,0.4674556213017752,0.2946009389671361,3.3488372093023258,2.0477227633333333,0.6566523605150214,5.106976744186047,0.9674418604651164,0.28303338549817425,0.7953488372093023,10.758139534883721,0.16901408450704225,6.655813953488373,0.6833642547928263,0.3713991769547325,0.8350142004289108,1.6033612518333331,0.29986708891666664,1.6773944805,1.0555384136682402,0.3685446009389671,0.4636150234741784,0.8569157392686805,1.5674418604651164,0.30342384887839435,0.1251475796930342,0.3506763787721124,0.7792478073435409,0.42857142857142855,0.4175621301775148,0.39201622247972173,0.304093567251462,0.7016248153618907,0.2745453941327147,0.12280701754385966,0.3729338842975207,0.7998344690928423,0.4782608695652174,6.420452425999997,1.081647826580408,0.3076023391812865,0.4269005847953216,0.7808,0.263681592039801,0.10323383084577116,0.3333333333333333,0.7002487562189055,0.36691542288557216,0.2607626076260763,3.458333333333333,2.13630952375,0.6497175141242938,4.916666666666667,0.7870370370370371,0.24838113876346435,0.5833333333333334,10.833333333333336,0.10209102091020912,6.5,0.6649091974223785,0.3503727369542066,0.7132263654904921,1.6316480032083334,0.3049895705416667,1.7572930541666671,0.8250070175438585,0.3062730627306273,0.3628536285362854,0.7432216905901117,1.5879629629629632,0.3080568720379147,0.1244075829383886,0.3543388429752066,0.7868032979515099,0.4324644549763033,0.3717879161528976,0.3976346604215457
LG,2016,0.31002331002331,0.7012987012987013,0.2796394988465019,0.1282051282051282,0.3779608650875386,0.8161893033159768,0.4782608695652174,6.392674647999997,1.1505486040465671,0.31934731934731936,0.4382284382284382,0.8025682182985554,0.2648514851485149,0.099009900990099,0.33509513742071884,0.6989565235593327,0.36386138613861385,0.2622549019607843,3.5,2.18318452375,0.6456582633053222,5.083333333333333,0.875,0.24942870911578166,0.625,11.083333333333336,0.0980392156862745,6.375,0.661849710982659,0.35412262156448204,0.7144167392115408,1.6762908603333333,0.31748957054166665,1.7503486097083336,0.8666929560040112,0.30514705882352944,0.3602941176470588,0.7460317460317459,1.6203703703703705,0.3140495867768595,0.12987012987012986,0.3604531410916581,0.8043728577386475,0.44391971664698937,0.3747847478474785,0.4055775962660443,0.25092707045735474,0.638235294117647,0.2466402725827942,0.12978986402966625,0.3365800865800866,0.7172970210671076,0.4583333333333333,5.407798342,0.5454084967320275,0.3127317676143387,0.380716934487021,0.6830427892234548,0.3105076741440378,0.14285714285714285,0.36858638743455496,0.8219512044357355,0.4533648170011806,0.3112426035502959,3.9891135303265934,1.7604888167500001,0.7008130081300813,4.493001555209953,1.2830482115085535,0.28512779206295114,1.0917573872472783,8.524105754276826,0.14319526627218931,7.810264385692067,0.7246904588492352,0.381151832460733,0.8355897022832182,1.5145718041666665,0.31294686383333337,1.360921717125,0.9505181151068076,0.33136094674556216,0.4544378698224852,0.7309562398703403,1.390357698289269,0.25217391304347825,0.13043478260869568,0.3225108225108225,0.7051195181629965,0.3826086956521739,0.411704410011919,0.3617039800995025
LG,2016,0.29398148148148145,0.6790299572039943,0.2656942754798594,0.125,0.35766423357664234,0.7766457150581239,0.3333333333333333,6.06382784,0.9678016584319571,0.3136574074074074,0.4189814814814815,0.7587301587301587,0.2980997624703088,0.167458432304038,0.34647302904564314,0.8120312238199899,0.4655581947743468,0.2956419316843345,3.2232558139534886,1.98001443,0.6619115549215406,5.106976744186047,0.9209302325581395,0.2816124901641668,0.7953488372093023,10.632558139534883,0.16607773851590107,6.6139534883720925,0.6763590391908977,0.3692946058091287,0.8310142760093642,1.590516640333333,0.30018760175000003,1.71112463925,1.0445641025641048,0.3627797408716137,0.4617196702002356,0.8429487179487181,1.5395348837209302,0.3005917159763314,0.12781065088757393,0.3451511991657977,0.773553566029703,0.4284023668639053,0.41405693950177935,0.38665509259259256,0.31002331002331,0.7012987012987013,0.2796394988465019,0.1282051282051282,0.3779608650875386,0.8161893033159768,0.4782608695652174,6.392674647999997,1.1505486040465671,0.31934731934731936,0.4382284382284382,0.8025682182985554,0.2648514851485149,0.099009900990099,0.33509513742071884,0.6989565235593327,0.36386138613861385,0.2622549019607843,3.5,2.18318452375,0.6456582633053222,5.083333333333333,0.875,0.24942870911578166,0.625,11.083333333333336,0.0980392156862745,6.375,0.661849710982659,0.35412262156448204,0.7144167392115408,1.6762908603333333,0.31748957054166665,1.7503486097083336,0.8666929560040112,0.30514705882352944,0.3602941176470588,0.7460317460317459,1.6203703703703705,0.3140495867768595,0.12987012987012986,0.3604531410916581,0.8043728577386475,0.44391971664698937,0.3747847478474785,0.4055775962660443
LG,2016,0.3154205607476636,0.6992805755395683,0.2865255052361269,0.1320093457943925,0.3881511746680286,0.8355810812100847,0.5217391304347826,6.194872449999997,1.350179896849421,0.3364485981308411,0.4474299065420561,0.8414239482200647,0.2665036674816626,0.10146699266503667,0.3308746048472076,0.6988452649939069,0.3679706601466993,0.2639225181598063,3.767441860465116,2.2211309523333327,0.6389280677009873,5.358139534883722,1.0372093023255815,0.24947893411441124,0.6697674418604651,11.30232558139535,0.10048426150121063,6.530232558139535,0.657158836689038,0.3519494204425711,0.7163562001035879,1.7966952720833334,0.3080745064583333,1.73614406425,0.8038194444444429,0.2953995157384988,0.3644067796610169,0.7405660377358491,1.6744186046511629,0.3210463733650416,0.13436385255648034,0.3677221654749744,0.8231323913964964,0.455410225921522,0.3712985436893204,0.4207134502923977,0.24907063197026025,0.6334310850439883,0.2437029501114433,0.12639405204460966,0.3329706202393907,0.7084353042542606,0.4166666666666667,5.503036438,0.4586909597769875,0.3035935563816605,0.3754646840148699,0.6661392405063291,0.3151658767772512,0.13981042654028436,0.3777315296566077,0.8327078329741433,0.4549763033175355,0.3162901307966706,3.9051321928460334,1.7225423881666664,0.7034035656401945,4.367029548989113,1.2083981337480558,0.2897481567085416,1.0497667185069983,8.440124416796268,0.14030915576694414,7.684292379471228,0.7269372693726938,0.39021852237252863,0.8468178089361433,1.4801048924166669,0.31686424274999997,1.376546717125,1.1029963096464144,0.3353151010701545,0.4565992865636148,0.7397708674304418,1.3716951788491445,0.2496894409937888,0.1267080745341615,0.3199129488574537,0.6963104643854041,0.3763975155279503,0.4218824940047962,0.3556359102244389
