T_ID,YEAR,PCT
LG,2016,0.375
LG,2016,0.4583333333333333
LG,2016,0.5833333333333334
LG,2016,0.3333333333333333
LG,2016,0.5
LG,2016,0.3333333333333333
LG,2016,0.5416666666666666
LG,2016,0.3333333333333333
LG,2016,0.5833333333333334
LG,2016,0.2916666666666667
LG,2016,0.625
LG,2016,0.2916666666666667
LG,2016,0.625
LG,2016,0.3333333333333333
LG,2016,0.625
LG,2016,0.2916666666666667
LG,2016,0.625
LG,2016,0.2916666666666667
LG,2016,0.625
LG,2016,0.3333333333333333
LG,2016,0.625
LG,2016,0.3333333333333333
LG,2016,0.625
LG,2016,0.3333333333333333
LG,2016,0.625
LG,2016,0.2916666666666667
LG,2016,0.6666666666666666
LG,2016,0.3333333333333333
LG,2016,0.625
LG,2016,0.2916666666666667
LG,2016,0.6666666666666666
LG,2016,0.2916666666666667
LG,2016,0.7083333333333334
LG,2016,0.3333333333333333
LG,2016,0.6666666666666666
LG,2016,0.3333333333333333
LG,2016,0.6666666666666666
LG,2016,0.375
LG,2016,0.6666666666666666
LG,2016,0.375
LG,2016,0.6666666666666666
LG,2016,0.375
LG,2016,0.6666666666666666
LG,2016,0.375
LG,2016,0.6666666666666666
LG,2016,0.375
LG,2016,0.625
LG,2016,0.4166666666666667
LG,2016,0.625
HH,2016,0.5217391304347826
HH,2016,0.6086956521739131
HH,2016,0.5
HH,2016,0.5217391304347826
HH,2016,0.6521739130434783
HH,2016,0.5217391304347826
HH,2016,0.6086956521739131
HH,2016,0.5217391304347826
HH,2016,0.6086956521739131
HH,2016,0.5217391304347826
HH,2016,0.6086956521739131
HH,2016,0.5
HH,2016,0.5833333333333334
HH,2016,0.5
HH,2016,0.5833333333333334
HH,2016,0.4545454545454545
HH,2016,0.5833333333333334
HH,2016,0.5
HH,2016,0.5416666666666666
HH,2016,0.5
HH,2016,0.5416666666666666
HH,2016,0.5454545454545454
HH,2016,0.5
HH,2016,0.5
HH,2016,0.5
HH,2016,0.5454545454545454
HH,2016,0.5
HH,2016,0.5454545454545454
HH,2016,0.5
HH,2016,0.5
HH,2016,0.5
HH,2016,0.5454545454545454
HH,2016,0.5
HH,2016,0.5454545454545454
HH,2016,0.5
HH,2016,0.5454545454545454
HH,2016,0.4583333333333333
HH,2016,0.5652173913043478
HH,2016,0.4583333333333333
HH,2016,0.6086956521739131
HH,2016,0.4583333333333333
HH,2016,0.6086956521739131
HH,2016,0.4583333333333333
HH,2016,0.6086956521739131
HH,2016,0.4583333333333333
HH,2016,0.5652173913043478
HH,2016,0.4583333333333333
HH,2016,0.6086956521739131
HH,2016,0.4583333333333333
NC,2016,0.7391304347826086
NC,2016,0.5416666666666666
NC,2016,0.5
NC,2016,0.6956521739130435
NC,2016,0.5416666666666666
NC,2016,0.6521739130434783
NC,2016,0.5833333333333334
NC,2016,0.6086956521739131
NC,2016,0.5833333333333334
NC,2016,0.6086956521739131
NC,2016,0.5416666666666666
NC,2016,0.6086956521739131
NC,2016,0.5416666666666666
NC,2016,0.5652173913043478
NC,2016,0.5416666666666666
NC,2016,0.5652173913043478
NC,2016,0.5416666666666666
NC,2016,0.5652173913043478
NC,2016,0.5
NC,2016,0.5217391304347826
NC,2016,0.5416666666666666
NC,2016,0.5217391304347826
NC,2016,0.5416666666666666
NC,2016,0.5217391304347826
NC,2016,0.5
NC,2016,0.5217391304347826
NC,2016,0.5
NC,2016,0.4782608695652174
NC,2016,0.5
NC,2016,0.5217391304347826
NC,2016,0.4583333333333333
NC,2016,0.5
NC,2016,0.5
NC,2016,0.5
NC,2016,0.5416666666666666
NC,2016,0.5416666666666666
NC,2016,0.5416666666666666
NC,2016,0.5833333333333334
NC,2016,0.5
NC,2016,0.5833333333333334
NC,2016,0.5
NC,2016,0.5833333333333334
NC,2016,0.5
NC,2016,0.5833333333333334
