T_ID,YEAR,shift_BB_9_1,shift_CB_WHIP_RT_1,shift_ERA_1,shift_FIP_1,shift_HR_9_1,shift_H_9_1,shift_K_9_1,shift_LOB_1,shift_P2_WHIP_RT_1,shift_PCT_1,shift_P_WHIP_RT_1,shift_WHIP_1,shift_oAVG_1,shift_oISO_1,shift_oOBP_1,shift_oOPS_1,shift_oSLG_1,shift_vs_AVG_1,shift_vs_BB_9_1,shift_vs_CB_WHIP_RT_1,shift_vs_DER_1,shift_vs_ERA_1,shift_vs_FIP_1,shift_vs_GPA_1,shift_vs_HR_9_1,shift_vs_H_9_1,shift_vs_ISO_1,shift_vs_K_9_1,shift_vs_LOB_1,shift_vs_OBP_1,shift_vs_OPS_1,shift_vs_P2_WHIP_RT_1,shift_vs_P_HRA_RT_1,shift_vs_P_WHIP_RT_1,shift_vs_RC_1,shift_vs_SECA_1,shift_vs_SLG_1,shift_vs_TA_1,shift_vs_WHIP_1,shift_vs_oAVG_1,shift_vs_oISO_1,shift_vs_oOBP_1,shift_vs_oOPS_1,shift_vs_oSLG_1,shift_vs_wOBA_1,shift_BB_9_2,shift_CB_WHIP_RT_2,shift_ERA_2,shift_FIP_2,shift_HR_9_2,shift_H_9_2,shift_K_9_2,shift_LOB_2,shift_P2_WHIP_RT_2,shift_PCT_2,shift_P_WHIP_RT_2,shift_WHIP_2,shift_oAVG_2,shift_oISO_2,shift_oOBP_2,shift_oOPS_2,shift_oSLG_2,shift_vs_AVG_2,shift_vs_BB_9_2,shift_vs_CB_WHIP_RT_2,shift_vs_DER_2,shift_vs_ERA_2,shift_vs_FIP_2,shift_vs_GPA_2,shift_vs_HR_9_2,shift_vs_H_9_2,shift_vs_ISO_2,shift_vs_K_9_2,shift_vs_LOB_2,shift_vs_OBP_2,shift_vs_OPS_2,shift_vs_P2_WHIP_RT_2,shift_vs_P_HRA_RT_2,shift_vs_P_WHIP_RT_2,shift_vs_RC_2,shift_vs_SECA_2,shift_vs_SLG_2,shift_vs_TA_2,shift_vs_WHIP_2,shift_vs_oAVG_2,shift_vs_oISO_2,shift_vs_oOBP_2,shift_vs_oOPS_2,shift_vs_oSLG_2,shift_vs_wOBA_2
LG,2016,4.131375579598147,2.0013753607916667,4.7156105100463686,0.927357032457496,0.500772797527048,9.431221020092737,5.967542503863987,0.6787048567870486,1.7869315275416666,0.4782608695652174,2.3518006299166667,1.5069551777434314,0.2773006134969325,0.10061349693251533,0.3439153439153439,0.7218294543447917,0.37791411042944784,0.27460510328068044,3.453004622496148,1.9718253967916664,0.6613372093023255,4.659476117103235,0.7303543913713405,0.2545125267604004,0.5824345146379044,10.151001540832047,0.09963547995139732,6.6147919876733425,0.6617192331478047,0.3576719576719577,0.7319125409040355,1.626840310916667,0.32439935466666664,1.7969284188333334,0.8397729060127072,0.2976913730255164,0.37424058323207776,0.7101910828025477,1.5115562403697995,0.29397590361445786,0.1216867469879518,0.3453009503695882,0.7609636009719978,0.4156626506024096,0.3773447015834348,3.7384615384615385,1.9186011905,5.3584615384615395,0.9184615384615386,0.7892307692307693,10.50923076923077,6.978461538461539,0.6496660595021251,1.9583074351250005,0.5,2.098088023125,1.5830769230769233,0.295906432748538,0.1286549707602339,0.35766423357664234,0.7822256370854143,0.4245614035087719,0.2983490566037736,4.058282208588957,1.7917388167500001,0.6980830670926518,4.5552147239263805,1.2975460122699385,0.2740655188187381,1.1180981595092023,8.696319018404907,0.12971698113207547,7.950920245398773,0.7264351523742028,0.3712200208550573,0.7992860585909064,1.5448424594166663,0.3030278204583334,1.4195526694999998,0.8676755167294724,0.3160377358490566,0.42806603773584906,0.7065390749601276,1.4171779141104297,0.2564102564102564,0.13553113553113555,0.32558139534883723,0.7175227872902292,0.391941391941392,0.39644470868014253
LG,2016,3.6111975116640735,1.6903409090833337,5.584758942457231,1.9968895800933124,1.2597200622083982,10.371695178849144,5.752721617418351,0.6550632911392406,2.005702106958333,0.375,1.840210096291667,1.5536547433903576,0.29161747343565525,0.15820543093270367,0.34188911704312114,0.7917120214114801,0.4498229043683589,0.2888888888888889,3.3069767441860467,2.1945932539166657,0.6445698166431594,5.148837209302326,0.7953488372093023,0.2768039194495479,0.7116279069767442,11.176744186046509,0.15672514619883046,6.823255813953488,0.6831742243436755,0.3675564681724846,0.8131705032602039,1.6305351648749995,0.2965729293333333,1.620794830125,0.9927192268565552,0.3485380116959064,0.4456140350877193,0.8490566037735849,1.6093023255813954,0.3108265424912689,0.11408614668218865,0.35633367662203913,0.7812463657954967,0.4249126891734576,0.4074882075471699,4.131375579598147,2.0013753607916667,4.7156105100463686,0.927357032457496,0.500772797527048,9.431221020092737,5.967542503863987,0.6787048567870486,1.7869315275416666,0.4782608695652174,2.3518006299166667,1.5069551777434314,0.2773006134969325,0.10061349693251533,0.3439153439153439,0.7218294543447917,0.37791411042944784,0.27460510328068044,3.453004622496148,1.9718253967916664,0.6613372093023255,4.659476117103235,0.7303543913713405,0.2545125267604004,0.5824345146379044,10.151001540832047,0.09963547995139732,6.6147919876733425,0.6617192331478047,0.3576719576719577,0.7319125409040355,1.626840310916667,0.32439935466666664,1.7969284188333334,0.8397729060127072,0.2976913730255164,0.37424058323207776,0.7101910828025477,1.5115562403697995,0.29397590361445786,0.1216867469879518,0.3453009503695882,0.7609636009719978,0.4156626506024096,0.3773447015834348
LG,2016,4.079439252336448,1.6303616522916666,5.551401869158879,1.8271028037383177,1.0934579439252337,10.219626168224297,6.266355140186916,0.6371359223300971,2.142594108166667,0.4583333333333333,1.580927405875,1.588785046728972,0.2920673076923077,0.1646634615384615,0.3490759753593429,0.8058067445901121,0.4567307692307692,0.28894173602853745,4.083333333333333,2.2084099927916667,0.6652482269503546,5.833333333333332,1.4351851851851851,0.28205727023905736,0.9583333333333334,10.708333333333334,0.16290130796670632,6.583333333333332,0.6343061346039309,0.3757700205338809,0.8276130645291246,2.1276601805,0.2615694763333333,1.930442821083333,1.1647291196175853,0.38525564803805,0.4518430439952438,0.8644338118022329,1.6435185185185186,0.30058479532163745,0.14736842105263154,0.3607723577235773,0.8087255740978463,0.447953216374269,0.4213772455089821,3.6111975116640735,1.6903409090833337,5.584758942457231,1.9968895800933124,1.2597200622083982,10.371695178849144,5.752721617418351,0.6550632911392406,2.005702106958333,0.375,1.840210096291667,1.5536547433903576,0.29161747343565525,0.15820543093270367,0.34188911704312114,0.7917120214114801,0.4498229043683589,0.2888888888888889,3.3069767441860467,2.1945932539166657,0.6445698166431594,5.148837209302326,0.7953488372093023,0.2768039194495479,0.7116279069767442,11.176744186046509,0.15672514619883046,6.823255813953488,0.6831742243436755,0.3675564681724846,0.8131705032602039,1.6305351648749995,0.2965729293333333,1.620794830125,0.9927192268565552,0.3485380116959064,0.4456140350877193,0.8490566037735849,1.6093023255813954,0.3108265424912689,0.11408614668218865,0.35633367662203913,0.7812463657954967,0.4249126891734576,0.4074882075471699
LG,2016,4.108695652173913,1.9763753607916668,4.653726708074534,0.9409937888198758,0.5031055900621119,9.055900621118012,5.953416149068322,0.6780205655526993,1.807764860875,0.4782608695652174,2.3566083222083334,1.4627329192546583,0.2683229813664596,0.1006211180124224,0.3361884368308351,0.7051325362097172,0.36894409937888206,0.2656826568265683,3.5,2.118253968208333,0.6562054208273894,4.916666666666667,0.8055555555555556,0.24935839187085665,0.5833333333333334,10.541666666666666,0.09963099630996307,6.416666666666668,0.6578947368421053,0.3511777301927195,0.7164913833292508,1.6941480032083331,0.3260333415833333,1.7845657814583331,0.7817169312169341,0.2976629766297663,0.36531365313653136,0.7232,1.5601851851851851,0.3029940119760479,0.12335329341317365,0.3517745302713988,0.7781218356606203,0.4263473053892216,0.3705918618988902,3.773291925465839,1.8811011905000001,5.492236024844722,0.9968944099378882,0.796583850931677,10.858695652173916,6.79192546583851,0.6480380499405469,1.9672360065416667,0.5,2.1289946165416667,1.6257763975155282,0.3043478260869565,0.12925969447708574,0.36354166666666665,0.7971491872307089,0.4336075205640423,0.3057851239669421,4.054179566563468,1.81048881675,0.6929260450160771,4.722910216718266,1.304953560371517,0.279070063459268,1.1284829721362228,8.818885448916408,0.1298701298701299,7.98297213622291,0.7158043940467753,0.378125,0.813780253837072,1.5608681004583331,0.30694938908333336,1.4463383837916666,0.9249546286760524,0.3152302243211334,0.435655253837072,0.7126805778491172,1.4303405572755417,0.25857843137254904,0.13725490196078427,0.32800851970181044,0.7238418530351438,0.3958333333333333,0.40354761904761893
LG,2016,3.7125,1.7599837662083333,5.7375,2.1328125,1.35,10.4203125,5.821875,0.6524506683640994,2.547368773625,0.3333333333333333,1.8402100962916668,1.5703125,0.2923076923076923,0.16568047337278102,0.34394250513347024,0.8019306708139435,0.4579881656804734,0.2892271662763466,3.2232558139534886,2.009528318875,0.6547277936962751,4.7302325581395355,0.7069767441860465,0.2791528211244103,0.6697674418604651,10.674418604651162,0.1639344262295082,6.823255813953488,0.6974581525108493,0.3685831622176591,0.8217447547235139,1.5055351648749995,0.293100707125,1.5751217532083337,1.0173121020308145,0.3629976580796253,0.4531615925058548,0.8488188976377953,1.544186046511628,0.3003533568904594,0.11071849234393401,0.3465553235908142,0.7576271728252075,0.4110718492343934,0.4124321133412043,4.108695652173913,1.9763753607916668,4.653726708074534,0.9409937888198758,0.5031055900621119,9.055900621118012,5.953416149068322,0.6780205655526993,1.807764860875,0.4782608695652174,2.3566083222083334,1.4627329192546583,0.2683229813664596,0.1006211180124224,0.3361884368308351,0.7051325362097172,0.36894409937888206,0.2656826568265683,3.5,2.118253968208333,0.6562054208273894,4.916666666666667,0.8055555555555556,0.24935839187085665,0.5833333333333334,10.541666666666666,0.09963099630996307,6.416666666666668,0.6578947368421053,0.3511777301927195,0.7164913833292508,1.6941480032083331,0.3260333415833333,1.7845657814583331,0.7817169312169341,0.2976629766297663,0.36531365313653136,0.7232,1.5601851851851851,0.3029940119760479,0.12335329341317365,0.3517745302713988,0.7781218356606203,0.4263473053892216,0.3705918618988902
LG,2016,4.234472049689441,1.859708694125,4.486024844720498,0.9922360248447204,0.5031055900621119,8.888198757763975,6.037267080745343,0.6886611146700833,1.9049870830833333,0.4782608695652174,2.0128583222083334,1.458074534161491,0.263681592039801,0.10323383084577116,0.3333333333333333,0.7002487562189055,0.36691542288557216,0.2607626076260763,3.458333333333333,2.13630952375,0.6497175141242938,4.916666666666667,0.7870370370370371,0.24838113876346435,0.5833333333333334,10.833333333333336,0.10209102091020912,6.5,0.6649091974223785,0.3503727369542066,0.7132263654904921,1.6316480032083334,0.3049895705416667,1.7572930541666671,0.8250070175438585,0.3062730627306273,0.3628536285362854,0.7432216905901117,1.5879629629629632,0.3080568720379147,0.1244075829383886,0.3543388429752066,0.7868032979515099,0.4324644549763033,0.3717879161528976,3.784251968503937,2.0186011905,5.8251968503937,1.1433070866141732,0.8929133858267717,11.097637795275594,6.718110236220473,0.6343956704750451,2.066983481291667,0.4583333333333333,2.4661158286666667,1.6535433070866143,0.3096085409252669,0.13641755634638195,0.36803364879074657,0.8140597460623955,0.4460260972716489,0.3103448275862069,3.863141524105754,1.72298881675,0.7001620745542951,4.493001555209953,1.2037325038880249,0.28306507575103995,1.0917573872472783,8.566096423017107,0.1367419738406659,7.852255054432348,0.720620842572062,0.3806519453207151,0.8277387467475879,1.5354051374999995,0.3233635305,1.329671717125,0.9260320216049394,0.32461355529131986,0.4470868014268728,0.7207792207792207,1.3810264385692068,0.2527881040892193,0.1301115241635688,0.3210412147505423,0.7039408430033305,0.3828996282527881,0.40931736526946105
LG,2016,3.628125,1.8195075757500003,5.8640625,2.184375,1.3921875,10.5890625,5.7375,0.6512071156289707,2.37123241,0.3333333333333333,1.8582025205416668,1.5796875,0.2970414201183432,0.17041420118343198,0.3467078189300412,0.8141634402318163,0.4674556213017752,0.2946009389671361,3.3488372093023258,2.0477227633333333,0.6566523605150214,5.106976744186047,0.9674418604651164,0.28303338549817425,0.7953488372093023,10.758139534883721,0.16901408450704225,6.655813953488373,0.6833642547928263,0.3713991769547325,0.8350142004289108,1.6033612518333331,0.29986708891666664,1.6773944805,1.0555384136682402,0.3685446009389671,0.4636150234741784,0.8569157392686805,1.5674418604651164,0.30342384887839435,0.1251475796930342,0.3506763787721124,0.7792478073435409,0.42857142857142855,0.4175621301775148,4.234472049689441,1.859708694125,4.486024844720498,0.9922360248447204,0.5031055900621119,8.888198757763975,6.037267080745343,0.6886611146700833,1.9049870830833333,0.4782608695652174,2.0128583222083334,1.458074534161491,0.263681592039801,0.10323383084577116,0.3333333333333333,0.7002487562189055,0.36691542288557216,0.2607626076260763,3.458333333333333,2.13630952375,0.6497175141242938,4.916666666666667,0.7870370370370371,0.24838113876346435,0.5833333333333334,10.833333333333336,0.10209102091020912,6.5,0.6649091974223785,0.3503727369542066,0.7132263654904921,1.6316480032083334,0.3049895705416667,1.7572930541666671,0.8250070175438585,0.3062730627306273,0.3628536285362854,0.7432216905901117,1.5879629629629632,0.3080568720379147,0.1244075829383886,0.3543388429752066,0.7868032979515099,0.4324644549763033,0.3717879161528976
LG,2016,4.298299845440495,1.856583694125,4.632148377125193,1.001545595054096,0.4173106646058733,8.930448222565689,5.591962905718702,0.6760124610591899,1.895517386125,0.4782608695652174,2.070149988875,1.4698608964451314,0.2648514851485149,0.099009900990099,0.33509513742071884,0.6989565235593327,0.36386138613861385,0.2622549019607843,3.5,2.18318452375,0.6456582633053222,5.083333333333333,0.875,0.24942870911578166,0.625,11.083333333333336,0.0980392156862745,6.375,0.661849710982659,0.35412262156448204,0.7144167392115408,1.6762908603333333,0.31748957054166665,1.7503486097083336,0.8666929560040112,0.30514705882352944,0.3602941176470588,0.7460317460317459,1.6203703703703705,0.3140495867768595,0.12987012987012986,0.3604531410916581,0.8043728577386475,0.44391971664698937,0.3747847478474785,3.784251968503937,2.0717261905,5.9102362204724415,1.2472440944881888,0.977952755905512,11.182677165354333,6.803149606299213,0.6419529837251357,2.084140344041667,0.4583333333333333,2.4036158286666667,1.6629921259842522,0.3105076741440378,0.14285714285714285,0.36858638743455496,0.8219512044357355,0.4533648170011806,0.3112426035502959,3.9891135303265934,1.7604888167500001,0.7008130081300813,4.493001555209953,1.2830482115085535,0.28512779206295114,1.0917573872472783,8.524105754276826,0.14319526627218931,7.810264385692067,0.7246904588492352,0.381151832460733,0.8355897022832182,1.5145718041666665,0.31294686383333337,1.360921717125,0.9505181151068076,0.33136094674556216,0.4544378698224852,0.7309562398703403,1.390357698289269,0.25217391304347825,0.13043478260869568,0.3225108225108225,0.7051195181629965,0.3826086956521739,0.411704410011919
LG,2016,3.5180533751962324,1.8486742424166664,5.764521193092621,2.0675039246467817,1.3563579277864992,10.638932496075352,5.80690737833595,0.6426735218508998,2.3763161420416665,0.3333333333333333,1.8425775205416668,1.5729984301412872,0.2980997624703088,0.167458432304038,0.34647302904564314,0.8120312238199899,0.4655581947743468,0.2956419316843345,3.2232558139534886,1.98001443,0.6619115549215406,5.106976744186047,0.9209302325581395,0.2816124901641668,0.7953488372093023,10.632558139534883,0.16607773851590107,6.6139534883720925,0.6763590391908977,0.3692946058091287,0.8310142760093642,1.590516640333333,0.30018760175000003,1.71112463925,1.0445641025641048,0.3627797408716137,0.4617196702002356,0.8429487179487181,1.5395348837209302,0.3005917159763314,0.12781065088757393,0.3451511991657977,0.773553566029703,0.4284023668639053,0.41405693950177935,4.298299845440495,1.856583694125,4.632148377125193,1.001545595054096,0.4173106646058733,8.930448222565689,5.591962905718702,0.6760124610591899,1.895517386125,0.4782608695652174,2.070149988875,1.4698608964451314,0.2648514851485149,0.099009900990099,0.33509513742071884,0.6989565235593327,0.36386138613861385,0.2622549019607843,3.5,2.18318452375,0.6456582633053222,5.083333333333333,0.875,0.24942870911578166,0.625,11.083333333333336,0.0980392156862745,6.375,0.661849710982659,0.35412262156448204,0.7144167392115408,1.6762908603333333,0.31748957054166665,1.7503486097083336,0.8666929560040112,0.30514705882352944,0.3602941176470588,0.7460317460317459,1.6203703703703705,0.3140495867768595,0.12987012987012986,0.3604531410916581,0.8043728577386475,0.44391971664698937,0.3747847478474785
LG,2016,3.987692307692308,1.641305916333333,4.403076923076923,0.9646153846153848,0.4569230769230769,9.055384615384616,5.7323076923076925,0.6936597614563715,1.867739608333333,0.5217391304347826,1.9937611,1.449230769230769,0.2665036674816626,0.10146699266503667,0.3308746048472076,0.6988452649939069,0.3679706601466993,0.2639225181598063,3.767441860465116,2.2211309523333327,0.6389280677009873,5.358139534883722,1.0372093023255815,0.24947893411441124,0.6697674418604651,11.30232558139535,0.10048426150121063,6.530232558139535,0.657158836689038,0.3519494204425711,0.7163562001035879,1.7966952720833334,0.3080745064583333,1.73614406425,0.8038194444444429,0.2953995157384988,0.3644067796610169,0.7405660377358491,1.6744186046511629,0.3210463733650416,0.13436385255648034,0.3677221654749744,0.8231323913964964,0.455410225921522,0.3712985436893204,4.143987341772152,2.356448412708333,6.237341772151898,1.3813291139240509,0.9825949367088608,11.363924050632914,6.707278481012659,0.6330221703617269,2.1644974869166664,0.4166666666666667,2.417504717541666,1.7231012658227849,0.3151658767772512,0.13981042654028436,0.3777315296566077,0.8327078329741433,0.4549763033175355,0.3162901307966706,3.9051321928460334,1.7225423881666664,0.7034035656401945,4.367029548989113,1.2083981337480558,0.2897481567085416,1.0497667185069983,8.440124416796268,0.14030915576694414,7.684292379471228,0.7269372693726938,0.39021852237252863,0.8468178089361433,1.4801048924166669,0.31686424274999997,1.376546717125,1.1029963096464144,0.3353151010701545,0.4565992865636148,0.7397708674304418,1.3716951788491445,0.2496894409937888,0.1267080745341615,0.3199129488574537,0.6963104643854041,0.3763975155279503,0.4218824940047962
