T_ID,YEAR,shift_BB_9,shift_ERA,shift_FIP,shift_HR_9,shift_H_9,shift_K_9,shift_LOB,shift_PCT,shift_P_WHIP_RT,shift_WHIP,shift_e_HH,shift_e_HT,shift_e_KT,shift_e_LG,shift_e_LT,shift_e_NC,shift_e_OB,shift_e_SK,shift_e_SS,shift_e_WO,shift_oAVG,shift_oISO,shift_oOBP,shift_oOPS,shift_oSLG,shift_vs_AVG,shift_vs_BB_9,shift_vs_DER,shift_vs_ERA,shift_vs_FIP,shift_vs_GPA,shift_vs_HR_9,shift_vs_H_9,shift_vs_ISO,shift_vs_K_9,shift_vs_LOB,shift_vs_OBP,shift_vs_OPS,shift_vs_P_HRA_RT,shift_vs_P_WHIP_RT,shift_vs_RC,shift_vs_SECA,shift_vs_SLG,shift_vs_TA,shift_vs_WHIP,shift_vs_oAVG,shift_vs_oISO,shift_vs_oOBP,shift_vs_oOPS,shift_vs_oSLG,shift_vs_wOBA,c_HH,c_HT,c_KT,c_LG,c_LT,c_NC,c_OB,c_SK,c_SS,c_WO,ISHOME
HH,2016,5.666666666666667,5.791666666666667,2.0555555555555554,1.2083333333333333,9.666666666666666,7.666666666666667,0.6483644859813085,0.2916666666666667,2.185128066375,1.7037037037037037,0.0,1.8,0.0,7.5508474576271185,5.3999999999999995,5.4,6.882352941176471,0.0,5.333333333333333,5.333333333333333,0.2853628536285363,0.16482164821648215,0.3724696356275304,0.8226541374725489,0.45018450184501846,0.28019323671497587,3.3596358118361156,0.6774691358024691,3.7283763277693476,0.409711684370258,0.2849505662148683,0.6145675265553869,8.931714719271625,0.16183574879227053,7.743550834597876,0.7414965986394558,0.3876518218623482,0.8296808073695946,0.2735514592916667,1.5042408980000002,1.3773813853773902,0.4251207729468599,0.4420289855072464,0.8625592417061612,1.3657056145675266,0.26045400238948624,0.10633213859020313,0.3232758620689655,0.6900620030486548,0.36678614097968937,0.4362043795620438,0.0,0.125,0.25,0.0,0.125,0.08333333333333333,0.0,0.16666666666666666,0.125,0.125,9
HH,2016,5.565047021943574,6.580721003134797,2.2053291536050157,1.2272727272727273,10.77037617554859,7.067398119122258,0.6321200333425953,0.3404255319148936,4.505762986999999,1.8150470219435737,0.0,4.5,10.166666666666666,7.5508474576271185,4.863354037267081,6.488372093023256,6.882352941176471,6.617647058823529,6.540372670807454,5.468354430379747,0.3079249848759831,0.16031457955232908,0.3897021706208985,0.8579417350492107,0.46823956442831216,0.304973037747154,3.6940814757878555,0.6724528301886793,4.586471944657955,0.959262106072252,0.2978912460465495,0.8508839354342813,9.629515757109916,0.15877771120431394,7.284396617986165,0.7047089601046436,0.4043412417970722,0.8680919907485402,0.6120081415416666,3.4056207680833332,3.2304793635007343,0.4098262432594368,0.46375074895146795,0.8778501628664495,1.4803996925441967,0.2756981580510992,0.12953060011883544,0.3396825396825397,0.7449112978524743,0.40522875816993464,0.45236604455147494,0.0,0.125,0.08333333333333333,0.125,0.125,0.08333333333333333,0.0,0.08333333333333333,0.125,0.25,14
HH,2016,4.9989685404847854,5.959773078906653,1.859721505930892,1.1000515729757607,10.429602888086642,6.8231046931407935,0.6425391910199342,0.4,6.388067488041666,1.7142857142857142,0.0,4.563380281690141,8.742857142857142,5.881188118811882,4.848979591836734,5.0625,6.882352941176471,5.711538461538462,5.421259842519685,6.6210191082802545,0.2992409109069117,0.1486216540151818,0.37559322033898307,0.8234557852610765,0.4478625649220935,0.2962816455696203,3.4611848825331974,0.671859296482412,4.633299284984679,1.0602655771195098,0.28536686065222056,0.9790602655771196,9.776813074565885,0.14715189873417717,7.363636363636364,0.7131765749778172,0.3877966101694915,0.831230154473289,0.8786034675416668,4.834503343833334,4.005785259382928,0.3817246835443038,0.44343354430379744,0.823936170212766,1.470888661899898,0.2789142407553108,0.13886703383162863,0.33755274261603374,0.7553340172029732,0.4177812745869394,0.4286219221604448,0.0,0.125,0.125,0.125,0.125,0.0,0.16666666666666666,0.20833333333333334,0.125,0.0,10
HH,2016,4.668467773060595,5.7209571593979165,1.6175221922037823,1.0003859513701274,10.243535314550368,6.835970667695871,0.6480794898413169,0.45161290322580644,7.8462835775,1.6568892319567736,0.0,4.93448275862069,7.422680412371134,5.496428571428572,4.901538461538462,5.0625,6.954545454545454,5.103092783505154,5.023255813953488,6.6210191082802545,0.2947526236881559,0.13973013493253372,0.36579754601226994,0.8002803046329596,0.43448275862068964,0.2914319596798103,3.6987720644666156,0.6671565025716385,5.087106676899463,1.2570990023023791,0.2779874667833154,0.9842670759785112,10.184574059861857,0.1381559442632671,6.941673062164237,0.6814580031695721,0.37908997955010226,0.8086778834931796,1.11640675225,6.957813020249998,4.898898596402755,0.3616958197450341,0.4295879039430774,0.8031026252983293,1.5425940138142749,0.2881008206330598,0.1447831184056272,0.34850455136540964,0.7813884904040966,0.432883939038687,0.4158422619047619,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.20833333333333334,0.125,0.08333333333333333,0.08333333333333333,0.08333333333333333,12
HH,2016,5.52,5.64,1.9333333333333333,1.16,9.6,7.72,0.6536502546689305,0.32,2.2386994949583334,1.68,0.0,1.8,0.0,7.5508474576271185,5.3999999999999995,5.4,6.882352941176471,2.0,5.333333333333333,5.333333333333333,0.2833530106257379,0.15938606847697756,0.369140625,0.8118797041027155,0.4427390791027155,0.2787456445993031,3.620991253644315,0.6810730253353204,3.857142857142857,0.5291545189504373,0.2820295486716028,0.6297376093294461,8.776967930029155,0.156794425087108,7.6749271137026245,0.7355800388852883,0.384765625,0.8203056946864111,0.278759792625,1.5875742313333336,1.3875941343171878,0.413472706155633,0.4355400696864111,0.8404255319148937,1.3775510204081634,0.25780346820809247,0.10867052023121387,0.32574974146845914,0.6922237299077655,0.36647398843930634,0.4306315789473684,0.0,0.125,0.25,0.0,0.125,0.08333333333333333,0.0,0.16666666666666666,0.125,0.125,10
HH,2016,5.470452801227935,6.589409056024559,2.1596316193399847,1.22256331542594,10.858019953952418,7.08672294704528,0.6323089475115583,0.3333333333333333,4.577191558416666,1.814274750575595,0.0,4.5,10.166666666666666,7.5508474576271185,4.863354037267081,6.488372093023256,6.882352941176471,6.6976744186046515,6.540372670807454,5.468354430379747,0.30987581312832646,0.15966883500887047,0.38952051408798816,0.859065162225185,0.46954464813719693,0.30679156908665106,3.6189759036144578,0.6715976331360947,4.533885542168674,0.9036144578313252,0.2981752874727519,0.8335843373493975,9.637048192771084,0.15807962529274006,7.29894578313253,0.7062419562419562,0.40434997528423133,0.8692211696636225,0.6258970304166667,3.4556207680833335,3.3164332467813247,0.4069086651053864,0.4648711943793911,0.8761980830670927,1.4728915662650601,0.2759022118742724,0.12863795110593718,0.3387012987012987,0.7432414616815083,0.40454016298020956,0.45197174808711005,0.0,0.125,0.08333333333333333,0.125,0.125,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.125,0.25,14
HH,2016,5.0264496439471005,5.932858596134283,1.8708036622583926,1.0986775178026449,10.437436419125127,6.798067141403865,0.6457142857142857,0.39436619718309857,6.443623043583333,1.7182095625635807,0.0,4.563380281690141,8.742857142857142,5.881188118811882,4.848979591836734,5.0625,6.45,5.711538461538462,5.421259842519685,6.6210191082802545,0.2999210734017364,0.14838200473559587,0.3767146202743392,0.8250176984116715,0.4483030781373323,0.296875,3.4821158690176324,0.6731150793650794,4.583879093198993,1.0534005037783376,0.2858789519906323,0.965743073047859,9.725440806045341,0.14687499999999998,7.331486146095719,0.7155380232303309,0.38875878220140514,0.8325087822014051,0.8832330971666669,4.857230616541667,4.065186604287192,0.38203125,0.44375,0.8230971128608924,1.4675062972292192,0.2781019058732011,0.1376896149358226,0.337269885376867,0.7530614061858907,0.4157915208090237,0.4295176470588235,0.0,0.125,0.125,0.125,0.125,0.041666666666666664,0.125,0.20833333333333334,0.125,0.0,10
HH,2016,5.6781115879828326,5.639484978540772,2.0214592274678114,1.1587982832618027,9.656652360515022,7.532188841201717,0.660377358490566,0.3076923076923077,2.3480744949583334,1.703862660944206,0.0,1.8,0.0,7.5508474576271185,5.3999999999999995,5.4,6.882352941176471,3.7058823529411766,5.333333333333333,5.333333333333333,0.2844141069397042,0.15699658703071673,0.3731203007518797,0.8145309947223006,0.44141069397042093,0.2802690582959641,3.7110799438990183,0.6839080459770115,3.7489481065918655,0.6016830294530154,0.283415447250413,0.6437587657784012,8.70967741935484,0.1547085201793722,7.611500701262273,0.7471980074719801,0.3881578947368421,0.8231354732121784,0.28709312595833336,1.6054313742083337,1.5249750402576534,0.4147982062780269,0.4349775784753363,0.8424153166421208,1.3800841514726507,0.2564102564102564,0.10925306577480492,0.3260437375745527,0.691707059759614,0.3656633221850613,0.43433408577878097,0.0,0.125,0.25,0.0,0.125,0.08333333333333333,0.0,0.16666666666666666,0.125,0.125,11
HH,2016,5.4,6.47593984962406,2.1270676691729324,1.218045112781955,10.718796992481204,7.084962406015038,0.6351351351351351,0.3469387755102041,4.618858225083332,1.7909774436090227,0.0,4.5,10.166666666666666,7.5508474576271185,4.863354037267081,6.488372093023256,6.882352941176471,5.711538461538462,6.540372670807454,5.468354430379747,0.30679837303893087,0.15862870424171993,0.38637469586374695,0.8518017731443978,0.4654270772806508,0.3037974683544304,3.6346153846153846,0.6719768283852281,4.533284023668639,0.9297337278106509,0.29565659832175584,0.8387573964497042,9.665680473372781,0.1570771001150748,7.229289940828402,0.7079785556606748,0.40097323600973234,0.8618478044792375,0.6258970304166667,3.4931207680833336,3.254307015908514,0.403337169159954,0.4608745684695052,0.8686473807662236,1.477810650887574,0.2765714285714286,0.12857142857142856,0.3394495412844037,0.7445923984272609,0.40514285714285714,0.44768074031231925,0.0,0.125,0.08333333333333333,0.125,0.125,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.125,0.25,13
HH,2016,4.985449071751129,5.879578524836929,1.8499749121926743,1.097340692423482,10.37732062217762,6.814350225790266,0.647359454855196,0.4027777777777778,6.506123043583333,1.7069744104365276,0.0,4.563380281690141,8.742857142857142,5.881188118811882,4.848979591836734,5.0625,6.45,5.163934426229508,5.421259842519685,6.6210191082802545,0.298635477582846,0.14775828460038987,0.37512404895798873,0.8215178111412246,0.44639376218323584,0.2956387495175608,3.542743538767396,0.6713798147245246,4.6968190854870775,1.081013916500994,0.284643316715167,0.9662027833001988,9.809642147117296,0.1462755692782709,7.31361829025845,0.7103183080538347,0.387032748924909,0.8289470677207407,0.8832330971666669,4.994730616541667,4.02898819353904,0.3797761482053261,0.4419143187958317,0.8208182288969446,1.4835984095427437,0.2800766283524904,0.13869731800766283,0.3395904436860068,0.7583643900461601,0.41877394636015325,0.4274273537388609,0.0,0.125,0.125,0.125,0.125,0.08333333333333333,0.125,0.16666666666666666,0.125,0.0,11
