T_ID,YEAR,AVG
HH,2016,0.2890716803760282
HH,2016,0.28488372093023256
HH,2016,0.3145809414466131
HH,2016,0.29308323563892147
HH,2016,0.2925407925407925
HH,2016,0.2822014051522248
HH,2016,0.3246606334841629
HH,2016,0.2956926658905704
HH,2016,0.2862108922363847
HH,2016,0.3177142857142857
HH,2016,0.28901734104046245
HH,2016,0.29698375870069604
HH,2016,0.31228473019517794
HH,2016,0.29132947976878615
HH,2016,0.2948717948717949
HH,2016,0.317351598173516
HH,2016,0.2880184331797235
HH,2016,0.2961672473867596
HH,2016,0.31833910034602075
HH,2016,0.29296424452133796
HH,2016,0.29976851851851855
HH,2016,0.31530494821634064
HH,2016,0.2918108419838524
HH,2016,0.29638273045507585
HH,2016,0.31422018348623854
HH,2016,0.29132947976878615
HH,2016,0.30127462340672073
HH,2016,0.31228473019517794
HH,2016,0.29344073647871116
HH,2016,0.30324074074074076
HH,2016,0.30919540229885056
HH,2016,0.2958715596330275
HH,2016,0.3079584775086505
HH,2016,0.3017341040462428
HH,2016,0.29050925925925924
HH,2016,0.302540415704388
HH,2016,0.30484988452655887
HH,2016,0.2888631090487239
HH,2016,0.3079584775086505
HH,2016,0.3033448673587082
HH,2016,0.29411764705882354
HH,2016,0.3023255813953488
HH,2016,0.30484988452655887
HH,2016,0.29767441860465116
HH,2016,0.3030998851894374
HH,2016,0.30369515011547343
HH,2016,0.2954808806488992
HH,2016,0.30619266055045874
HH,2016,0.30264672036823936
HH,2016,0.2925969447708578
HH,2016,0.30892448512585813
HH,2016,0.3017341040462428
HH,2016,0.2939787485242031
HH,2016,0.3076923076923077
HH,2016,0.29779837775202783
HH,2016,0.29603729603729606
HH,2016,0.31206496519721577
HH,2016,0.29651162790697677
HH,2016,0.28888888888888886
HH,2016,0.3137931034482759
HH,2016,0.30034924330616997
HH,2016,0.2912280701754386
HH,2016,0.3132947976878613
HH,2016,0.29826589595375724
HH,2016,0.28688524590163933
HH,2016,0.3108265424912689
HH,2016,0.3002309468822171
HH,2016,0.2885514018691589
HH,2016,0.31170336037079954
HH,2016,0.2902467685076381
HH,2016,0.2870478413068845
HH,2016,0.3141542002301496
HH,2016,0.28741092636579574
HT,2016,0.3037214885954382
HT,2016,0.274251497005988
HT,2016,0.3138602520045819
HT,2016,0.29328621908127206
HT,2016,0.30288461538461536
HT,2016,0.28080568720379145
HT,2016,0.3071593533487298
HT,2016,0.28934624697336564
HT,2016,0.2850412249705536
HT,2016,0.30697674418604654
HT,2016,0.2867557715674362
HT,2016,0.287369640787949
HT,2016,0.30342384887839435
HT,2016,0.28797083839611176
HT,2016,0.2901734104046243
HT,2016,0.3079625292740047
HT,2016,0.28151774785801714
HT,2016,0.2967667436489607
HT,2016,0.30697674418604654
HT,2016,0.2818955042527339
HT,2016,0.29976851851851855
HT,2016,0.2981220657276995
HT,2016,0.27450980392156865
HT,2016,0.30205949656750575
HT,2016,0.30409356725146197
HT,2016,0.2707317073170732
HT,2016,0.3115124153498871
HT,2016,0.30128956623681125
HT,2016,0.27106227106227104
HT,2016,0.3101903695408735
HT,2016,0.30141843971631205
HT,2016,0.27305825242718446
HT,2016,0.30864197530864196
HT,2016,0.3049645390070922
HT,2016,0.27305825242718446
HT,2016,0.3016949152542373
HT,2016,0.30924170616113744
HT,2016,0.2741545893719807
HT,2016,0.30272108843537415
HT,2016,0.3073286052009456
HT,2016,0.2756952841596131
HT,2016,0.3001132502831257
HT,2016,0.30669800235017625
HT,2016,0.26802884615384615
HT,2016,0.3031674208144796
HT,2016,0.31271878646441076
HT,2016,0.2720763723150358
HT,2016,0.3041002277904328
HT,2016,0.3075117370892019
HT,2016,0.2746730083234245
HT,2016,0.2947247706422018
HT,2016,0.31388564760793464
HT,2016,0.2733727810650888
HT,2016,0.2963386727688787
HT,2016,0.31103286384976525
HT,2016,0.27402135231316727
HT,2016,0.30227272727272725
HT,2016,0.30317273795534666
HT,2016,0.2679425837320574
HT,2016,0.3064699205448354
HT,2016,0.2987012987012987
HT,2016,0.26762246117084826
HT,2016,0.3105022831050228
HT,2016,0.2966903073286052
HT,2016,0.2714285714285714
HT,2016,0.31285551763367464
HT,2016,0.28502994011976046
HT,2016,0.27413587604290823
HT,2016,0.30549199084668194
HT,2016,0.28809523809523807
HT,2016,0.2772397094430993
HT,2016,0.30751708428246016
HT,2016,0.2916666666666667
KT,2016,0.2955607476635514
KT,2016,0.2539109506618532
KT,2016,0.26262626262626265
KT,2016,0.281437125748503
KT,2016,0.29638273045507585
KT,2016,0.25755743651753327
KT,2016,0.26092384519350814
KT,2016,0.29156908665105385
KT,2016,0.2605042016806723
KT,2016,0.2596754057428215
KT,2016,0.29073856975381007
KT,2016,0.255729794933655
KT,2016,0.2615769712140175
KT,2016,0.2910360884749709
KT,2016,0.25759416767922233
KT,2016,0.26119402985074625
KT,2016,0.2840512223515716
KT,2016,0.26150121065375304
KT,2016,0.25593008739076156
KT,2016,0.275175644028103
KT,2016,0.25853658536585367
KT,2016,0.25404732254047324
KT,2016,0.26556991774383076
KT,2016,0.2689987937273824
KT,2016,0.2512437810945274
KT,2016,0.26855123674911663
KT,2016,0.2679425837320574
KT,2016,0.2537313432835821
KT,2016,0.2680047225501771
KT,2016,0.27218934911242604
KT,2016,0.2531017369727047
KT,2016,0.27177700348432055
KT,2016,0.2689075630252101
KT,2016,0.2531017369727047
KT,2016,0.2706155632984901
KT,2016,0.27010804321728693
KT,2016,0.2571428571428571
KT,2016,0.2688679245283019
KT,2016,0.2709832134292566
KT,2016,0.2678132678132678
KT,2016,0.262782401902497
KT,2016,0.27598566308243727
KT,2016,0.26894865525672373
KT,2016,0.267538644470868
KT,2016,0.27065868263473053
KT,2016,0.2772397094430993
KT,2016,0.2699167657550535
KT,2016,0.2737094837935174
KT,2016,0.274818401937046
KT,2016,0.26895734597156395
KT,2016,0.2746987951807229
KT,2016,0.2775757575757576
KT,2016,0.2724014336917563
KT,2016,0.26844014510278114
KT,2016,0.2787878787878788
KT,2016,0.2548780487804878
KT,2016,0.2750301568154403
KT,2016,0.2838323353293413
KT,2016,0.2549019607843137
KT,2016,0.28125
KT,2016,0.2767749699157641
KT,2016,0.2484548825710754
KT,2016,0.279322853688029
KT,2016,0.2745803357314149
KT,2016,0.25485436893203883
KT,2016,0.271712158808933
KT,2016,0.26802884615384615
KT,2016,0.2536231884057971
KT,2016,0.2656641604010025
KT,2016,0.2733812949640288
KT,2016,0.25181598062953997
KT,2016,0.26474278544542035
KT,2016,0.27904191616766466
LG,2016,0.2911694510739857
LG,2016,0.30584192439862545
LG,2016,0.2971098265895954
LG,2016,0.29447115384615385
LG,2016,0.29940828402366865
LG,2016,0.2954808806488992
LG,2016,0.302540415704388
LG,2016,0.30409356725146197
LG,2016,0.29779837775202783
LG,2016,0.3051044083526682
LG,2016,0.31002331002331
LG,2016,0.29398148148148145
LG,2016,0.3090277777777778
LG,2016,0.31542056074766356
LG,2016,0.2929061784897025
LG,2016,0.30994152046783624
